NomenCode,Reporter_ISO_N,Year,ProductCode,Partner,ExcludedFrom,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,TotalNoOfLines,Nbr_Pref_Lines,Nbr_MFN_Lines,Nbr_NA_Lines
H6,036,2022,700529,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700600,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700711,392,   ,      0.00,      0.00,      0.00,      0.00,3,3,0,0
H6,036,2022,700719,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700721,392,   ,      0.00,      0.00,      0.00,      0.00,3,3,0,0
H6,036,2022,700729,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700800,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700910,392,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,700991,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700992,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701010,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701090,392,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,701328,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701337,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701342,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701349,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701399,392,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,701400,392,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,701720,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701790,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701820,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701911,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701912,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701913,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701914,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701915,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701919,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701961,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701962,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701963,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701964,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701965,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701966,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701969,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701972,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701973,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701980,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,701990,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,702000,392,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,036,2022,711311,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,711319,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,711320,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,711411,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,400912,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,400921,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,400922,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,036,2022,400931,152,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
