NomenCode,Reporter_ISO_N,Year,ProductCode,Partner,ExcludedFrom,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,TotalNoOfLines,Nbr_Pref_Lines,Nbr_MFN_Lines,Nbr_NA_Lines
H6,554,2022,550931,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550932,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550941,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550942,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550951,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550952,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550953,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550959,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550961,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550962,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550969,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550991,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550992,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550999,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551011,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551012,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551020,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551030,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551090,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551110,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551120,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551130,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,551513,702,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,551522,702,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,551599,702,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
H6,554,2022,560210,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560221,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560229,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560290,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560311,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560312,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560313,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560314,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560391,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560392,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560393,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560394,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560410,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560490,702,   ,      0.00,      0.00,      0.00,      0.00,4,2,2,0
H6,554,2022,560600,702,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,560729,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560749,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560750,702,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,560790,702,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,560819,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,560890,702,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,560900,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,570110,702,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,570190,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,570210,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,570220,702,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,570231,702,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,570232,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,570239,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,854720,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,854790,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,860210,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,860290,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,860610,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860630,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860691,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860692,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860699,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860711,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860712,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860719,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860721,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860729,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860730,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860791,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860799,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,860800,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,860900,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,870121,00Z,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
H6,554,2022,870122,00Z,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
